date,region,product,sales_rep,units_sold,unit_price,revenue,profit_margin,customer_satisfaction
2022-09-04,Asia Pacific,Laptops,Bob Smith,17,851.14,14469.43,0.214,4.7
2023-12-04,Asia Pacific,Tablets,Henry Taylor,30,288.1,8643.04,0.191,3.8
2021-09-19,Latin America,Smart TVs,Carol Davis,27,830.43,22421.74,0.338,4.8
2021-10-25,Middle East & Africa,Cameras,Bob Smith,16,484.35,7749.62,0.179,4.2
2022-10-26,Middle East & Africa,Tablets,David Wilson,12,335.16,4021.93,0.177,4.3
2022-02-11,Middle East & Africa,Smartphones,David Wilson,25,524.68,13116.99,0.175,3.7
2020-01-03,Latin America,Smart TVs,Frank Miller,25,763.44,19086.1,0.252,4.4
2023-11-11,Latin America,Headphones,David Wilson,30,159.56,4786.88,0.22,4.5
2021-01-17,Middle East & Africa,Laptops,Grace Lee,25,749.28,18732.06,0.306,4.4
2023-05-12,Asia Pacific,Smartphones,Frank Miller,16,662.61,10601.82,0.347,3.8
2024-03-01,North America,Tablets,Bob Smith,15,335.26,5028.9,0.243,4.3
2023-01-31,Latin America,Smart Watches,David Wilson,21,239.28,5024.85,0.289,4.9
2020-12-13,Europe,Headphones,Alice Johnson,19,150.13,2852.43,0.154,3.9
2020-10-27,Europe,Smart TVs,Eva Brown,20,803.31,16066.13,0.337,4.0
2021-04-27,Latin America,Laptops,Frank Miller,19,777.34,14769.48,0.211,3.9
2023-03-10,Latin America,Smartphones,Carol Davis,17,487.7,8290.82,0.167,3.9
2020-06-13,Latin America,Laptops,Carol Davis,24,847.57,20341.6,0.294,4.8
2020-09-02,Asia Pacific,Smart Watches,David Wilson,26,239.8,6234.82,0.223,3.5
2024-06-02,Latin America,Laptops,Eva Brown,19,899.52,17090.97,0.322,5.0
2024-06-29,Middle East & Africa,Gaming Consoles,David Wilson,14,321.09,4495.2,0.159,4.9
2021-10-27,Middle East & Africa,Headphones,Grace Lee,26,140.16,3644.11,0.181,4.1
2024-03-08,North America,Smart TVs,Alice Johnson,23,653.83,15038.0,0.157,3.9
2020-04-16,Latin America,Smartphones,Bob Smith,23,521.25,11988.65,0.202,4.2
2022-01-01,Europe,Tablets,Alice Johnson,23,338.67,7789.48,0.263,4.9
2021-11-21,Middle East & Africa,Smartphones,Grace Lee,36,551.02,19836.8,0.293,3.6
2022-02-24,Asia Pacific,Headphones,Bob Smith,23,163.07,3750.51,0.286,4.7
2020-03-17,Middle East & Africa,Headphones,Alice Johnson,18,153.5,2763.06,0.333,4.1
2022-01-31,North America,Cameras,David Wilson,15,465.63,6984.44,0.332,3.6
2022-09-05,North America,Smartphones,Bob Smith,17,568.11,9657.9,0.332,4.0
2020-07-23,Middle East & Africa,Laptops,Henry Taylor,24,714.98,17159.46,0.266,4.5
2022-10-21,North America,Smart TVs,Grace Lee,17,834.84,14192.32,0.33,4.9
2024-02-03,Europe,Cameras,Alice Johnson,22,549.84,12096.56,0.338,3.6
2023-07-27,Latin America,Smart Watches,Henry Taylor,15,213.48,3202.2,0.333,4.2
2020-09-05,Europe,Tablets,Grace Lee,18,293.14,5276.56,0.214,4.6
2020-10-23,Latin America,Tablets,Eva Brown,24,342.9,8229.56,0.15,4.0
2024-07-10,Middle East & Africa,Smartphones,Grace Lee,18,560.83,10094.94,0.264,4.7
2020-01-15,North America,Smart Watches,Grace Lee,15,283.02,4245.27,0.34,4.5
2022-03-02,Latin America,Gaming Consoles,David Wilson,19,417.31,7928.97,0.194,4.2
2024-05-01,North America,Tablets,Frank Miller,30,348.73,10461.99,0.317,3.7
2022-03-28,North America,Smart Watches,Eva Brown,16,233.29,3732.66,0.185,4.4
2021-09-26,Asia Pacific,Gaming Consoles,Frank Miller,26,468.45,12179.69,0.217,4.3
2021-01-29,Middle East & Africa,Smart Watches,Frank Miller,17,202.85,3448.48,0.332,3.5
2020-10-16,Asia Pacific,Gaming Consoles,Henry Taylor,27,424.62,11464.85,0.284,3.5
2022-01-22,Asia Pacific,Smart TVs,Bob Smith,27,656.54,17726.59,0.329,3.9
2023-08-02,Middle East & Africa,Smart TVs,Frank Miller,28,622.97,17443.19,0.262,4.6
2024-09-18,Middle East & Africa,Tablets,Grace Lee,25,348.45,8711.3,0.232,4.3
2023-08-06,Europe,Smart Watches,Frank Miller,24,231.67,5560.12,0.202,3.6
2023-08-22,Asia Pacific,Gaming Consoles,Eva Brown,22,440.34,9687.59,0.251,4.8
2020-05-26,Middle East & Africa,Smart Watches,Bob Smith,22,298.29,6562.48,0.205,3.8
2022-03-05,Asia Pacific,Gaming Consoles,Alice Johnson,27,375.68,10143.42,0.294,4.7
2024-09-13,North America,Smartphones,David Wilson,24,533.11,12794.55,0.182,4.1
2023-07-30,Latin America,Laptops,Grace Lee,25,717.19,17929.65,0.184,5.0
2023-01-26,Middle East & Africa,Gaming Consoles,Alice Johnson,16,374.58,5993.22,0.258,4.5
2024-12-30,North America,Cameras,Alice Johnson,31,404.85,12550.29,0.275,3.9
2023-06-18,Europe,Smart TVs,Frank Miller,26,564.26,14670.75,0.322,3.7
2023-05-02,North America,Headphones,Henry Taylor,22,122.37,2692.08,0.153,3.7
2020-03-24,Europe,Smart Watches,Frank Miller,27,237.01,6399.4,0.164,4.8
2021-11-20,Asia Pacific,Smart TVs,Alice Johnson,37,609.68,22558.19,0.245,4.2
2021-12-28,Latin America,Smart Watches,Henry Taylor,24,290.14,6963.36,0.317,4.3
2024-01-29,Latin America,Tablets,Henry Taylor,20,320.93,6418.64,0.231,4.2
2022-10-28,North America,Smartphones,Henry Taylor,14,538.18,7534.53,0.187,3.6
2021-11-20,Europe,Tablets,Henry Taylor,28,289.31,8100.7,0.258,3.9
2021-01-08,Latin America,Tablets,Carol Davis,13,290.74,3779.66,0.188,3.5
2020-03-05,Latin America,Smartphones,Henry Taylor,12,658.47,7901.65,0.347,4.5
2024-04-07,Asia Pacific,Smartphones,Carol Davis,21,684.27,14369.6,0.235,4.9
2021-08-06,Asia Pacific,Smart TVs,Grace Lee,23,701.46,16133.66,0.32,4.5
2023-07-10,Europe,Cameras,Eva Brown,24,541.08,12985.83,0.208,3.9
2023-10-12,Middle East & Africa,Smart Watches,Henry Taylor,23,219.37,5045.6,0.202,4.3
2020-10-19,Asia Pacific,Gaming Consoles,Carol Davis,12,387.05,4644.62,0.153,4.0
2021-09-09,Middle East & Africa,Gaming Consoles,David Wilson,18,401.59,7228.61,0.176,4.6
2020-06-03,Middle East & Africa,Laptops,Henry Taylor,33,936.37,30900.07,0.309,4.9
2024-03-24,Europe,Gaming Consoles,Henry Taylor,27,354.09,9560.42,0.204,4.0
2020-01-16,North America,Smart Watches,Alice Johnson,28,295.44,8272.23,0.334,3.6
2021-01-30,Latin America,Tablets,Bob Smith,24,299.61,7190.7,0.158,4.4
2023-08-21,Europe,Smart Watches,Alice Johnson,24,299.7,7192.85,0.241,4.6
2023-12-03,Middle East & Africa,Laptops,Alice Johnson,34,945.77,32156.03,0.284,3.6
2023-12-09,Asia Pacific,Smart Watches,Grace Lee,33,297.83,9828.29,0.325,4.0
2021-02-09,Asia Pacific,Smart TVs,Grace Lee,17,814.25,13842.25,0.197,4.9
2021-05-06,Latin America,Smartphones,Alice Johnson,27,573.45,15483.1,0.338,4.1
2023-02-05,Middle East & Africa,Gaming Consoles,Alice Johnson,15,360.52,5407.79,0.341,3.5
2023-02-19,Latin America,Gaming Consoles,Bob Smith,19,398.62,7573.7,0.324,4.6
2022-06-08,Middle East & Africa,Smart TVs,Frank Miller,27,780.18,21064.94,0.2,4.1
2021-08-18,Europe,Cameras,Alice Johnson,14,581.02,8134.22,0.237,4.2
2023-10-01,Europe,Smart TVs,David Wilson,16,774.24,12387.89,0.244,4.0
2022-04-16,Europe,Smart TVs,Frank Miller,15,727.84,10917.6,0.162,4.7
2023-03-30,North America,Cameras,Frank Miller,19,467.66,8885.49,0.312,3.7
2024-11-25,North America,Cameras,Alice Johnson,22,518.3,11402.64,0.277,3.6
2024-08-16,Asia Pacific,Headphones,Bob Smith,24,135.25,3246.07,0.322,4.8
2023-12-13,Middle East & Africa,Smart Watches,Eva Brown,39,264.64,10320.97,0.259,3.6
2021-08-08,Asia Pacific,Laptops,Alice Johnson,22,797.38,17542.35,0.184,3.9
2021-05-18,Asia Pacific,Tablets,Alice Johnson,34,272.31,9258.62,0.268,4.4
2020-10-29,North America,Gaming Consoles,Grace Lee,24,366.19,8788.48,0.338,4.7
2022-06-16,Latin America,Smartphones,Grace Lee,22,524.98,11549.53,0.24,4.4
2023-10-05,Middle East & Africa,Laptops,Frank Miller,25,908.37,22709.26,0.171,4.8
2024-10-29,Asia Pacific,Smart Watches,Henry Taylor,22,290.79,6397.36,0.223,3.9
2021-02-26,Europe,Tablets,David Wilson,18,331.15,5960.65,0.321,5.0
2023-03-05,Asia Pacific,Gaming Consoles,Carol Davis,10,416.03,4160.29,0.207,4.8
2023-07-13,Europe,Smartphones,Frank Miller,19,484.86,9212.28,0.255,4.3
2020-05-21,Middle East & Africa,Laptops,Henry Taylor,27,758.04,20467.14,0.235,4.0
2022-04-18,Asia Pacific,Smartphones,Frank Miller,21,673.42,14141.88,0.176,4.6
2024-03-10,Europe,Laptops,Frank Miller,10,753.74,7537.4,0.2,4.5
2024-08-19,Asia Pacific,Smart Watches,Frank Miller,21,283.59,5955.41,0.313,4.3
2023-07-21,Europe,Tablets,David Wilson,28,325.31,9108.72,0.211,4.3
2024-06-21,Middle East & Africa,Cameras,Henry Taylor,25,443.04,11076.1,0.163,4.3
2021-01-01,Latin America,Laptops,Henry Taylor,22,721.01,15862.19,0.312,3.8
2023-12-23,North America,Gaming Consoles,Grace Lee,27,409.25,11049.71,0.322,3.8
2022-11-17,Asia Pacific,Cameras,David Wilson,28,552.85,15479.78,0.267,3.6
2022-10-09,Middle East & Africa,Cameras,Eva Brown,21,479.63,10072.25,0.21,4.7
2022-11-10,North America,Laptops,Carol Davis,46,902.25,41503.3,0.315,3.6
2024-07-06,Latin America,Laptops,Alice Johnson,20,839.4,16788.05,0.249,3.8
2022-04-02,Latin America,Tablets,Frank Miller,14,248.77,3482.73,0.226,4.6
2022-03-11,Latin America,Gaming Consoles,Henry Taylor,18,350.46,6308.3,0.338,4.3
2020-02-10,North America,Headphones,Alice Johnson,21,138.6,2910.65,0.2,4.0
2023-06-28,Europe,Smart TVs,David Wilson,16,674.75,10796.08,0.348,4.2
2022-07-01,Latin America,Smart Watches,Eva Brown,20,289.57,5791.3,0.311,3.7
2020-09-18,Latin America,Tablets,Eva Brown,19,343.17,6520.18,0.29,4.3
2024-11-14,Latin America,Smartphones,Bob Smith,30,530.01,15900.36,0.282,4.9
2020-02-01,Europe,Tablets,Eva Brown,32,276.76,8856.36,0.283,4.8
2022-11-08,Asia Pacific,Laptops,Eva Brown,31,767.11,23780.3,0.192,4.9
2024-04-02,North America,Tablets,David Wilson,21,287.63,6040.22,0.211,4.6
2021-07-29,Latin America,Smartphones,Henry Taylor,25,532.77,13319.3,0.224,4.0
2023-10-03,North America,Laptops,Frank Miller,17,926.18,15745.01,0.245,4.9
2022-11-17,Europe,Cameras,Alice Johnson,30,596.73,17901.86,0.228,4.0
2024-05-28,North America,Gaming Consoles,David Wilson,18,389.14,7004.5,0.258,4.2
2024-10-19,Europe,Smartphones,Bob Smith,23,650.91,14970.89,0.235,4.5
2023-05-10,North America,Cameras,Grace Lee,19,545.54,10365.3,0.165,3.8
2022-02-13,Latin America,Tablets,Grace Lee,21,274.23,5758.9,0.245,4.9
2022-05-20,North America,Laptops,Henry Taylor,17,662.79,11267.36,0.31,3.9
2022-10-10,Latin America,Smartphones,Bob Smith,30,691.86,20755.74,0.312,5.0
2022-01-01,Latin America,Cameras,Alice Johnson,14,409.96,5739.46,0.203,3.6
2022-12-21,Middle East & Africa,Tablets,Grace Lee,27,251.27,6784.27,0.282,4.0
2024-02-21,Europe,Smartphones,Alice Johnson,34,548.43,18646.69,0.189,3.5
2024-12-28,Europe,Cameras,Bob Smith,24,577.56,13861.53,0.289,4.1
2022-07-11,North America,Gaming Consoles,Alice Johnson,26,456.38,11865.84,0.301,4.4
2022-05-06,North America,Tablets,Eva Brown,24,266.97,6407.28,0.189,3.7
2020-12-05,North America,Smartphones,Henry Taylor,30,619.11,18573.2,0.325,4.8
2020-06-17,Middle East & Africa,Laptops,Henry Taylor,22,818.48,18006.66,0.28,3.7
2022-03-08,Europe,Smart Watches,Eva Brown,23,270.99,6232.76,0.16,4.1
2023-02-01,Middle East & Africa,Laptops,Carol Davis,17,677.63,11519.74,0.34,3.8
2024-10-25,North America,Smart TVs,Frank Miller,24,808.85,19412.38,0.204,4.5
2023-04-27,Latin America,Smart Watches,David Wilson,20,270.68,5413.53,0.294,3.6
2024-09-05,North America,Headphones,Carol Davis,23,167.2,3845.58,0.218,4.7
2020-07-21,North America,Smart Watches,Bob Smith,21,234.87,4932.28,0.303,3.6
2022-09-12,Middle East & Africa,Cameras,Henry Taylor,17,555.28,9439.73,0.269,4.5
2021-05-20,North America,Tablets,Carol Davis,25,309.28,7732.03,0.328,4.6
2022-08-25,Latin America,Smartphones,Bob Smith,14,505.62,7078.7,0.313,4.5
2024-04-09,Latin America,Laptops,Carol Davis,15,950.16,14252.35,0.19,3.6
2022-03-15,Middle East & Africa,Smartphones,Frank Miller,24,616.07,14785.61,0.23,4.7
2022-04-19,Europe,Smart TVs,Alice Johnson,24,714.01,17136.26,0.169,3.7
2020-05-14,Europe,Smartphones,Bob Smith,20,505.07,10101.47,0.24,3.9
2022-02-11,North America,Cameras,Henry Taylor,20,482.25,9645.02,0.242,3.7
2020-01-17,Europe,Headphones,Grace Lee,33,165.21,5451.94,0.255,4.1
2020-02-27,Europe,Smart TVs,Grace Lee,21,814.86,17112.1,0.211,4.2
2022-12-03,Asia Pacific,Cameras,Frank Miller,42,416.16,17478.55,0.227,4.4
2024-02-04,Asia Pacific,Headphones,Carol Davis,11,169.15,1860.69,0.166,4.8
2020-06-06,Europe,Cameras,Carol Davis,21,430.58,9042.13,0.163,3.8
2024-12-15,North America,Tablets,Henry Taylor,33,335.06,11056.99,0.249,3.9
2020-10-23,Latin America,Gaming Consoles,Henry Taylor,28,348.8,9766.48,0.237,4.7
2023-07-28,Europe,Tablets,David Wilson,24,249.78,5994.69,0.279,4.2
2024-03-17,Europe,Gaming Consoles,David Wilson,20,337.07,6741.48,0.335,4.7
2020-08-14,Asia Pacific,Headphones,Eva Brown,21,178.16,3741.26,0.161,4.4
2022-01-21,Europe,Headphones,Henry Taylor,18,174.71,3144.72,0.34,4.7
2024-03-10,Asia Pacific,Smartphones,Grace Lee,17,524.92,8923.58,0.157,4.9
2024-07-22,Asia Pacific,Smart Watches,Bob Smith,22,266.1,5854.2,0.229,4.6
2024-01-13,Asia Pacific,Cameras,Frank Miller,15,515.38,7730.73,0.281,3.8
2024-11-17,North America,Cameras,Carol Davis,24,548.03,13152.72,0.24,4.9
2020-11-03,Latin America,Headphones,Frank Miller,31,155.53,4821.47,0.326,4.0
2023-01-23,Latin America,Gaming Consoles,Carol Davis,21,448.22,9412.61,0.164,4.5
2022-02-21,Latin America,Laptops,Alice Johnson,25,880.94,22023.54,0.254,4.8
2020-07-29,North America,Headphones,Alice Johnson,25,123.14,3078.52,0.34,4.5
2021-08-01,Asia Pacific,Smartphones,Alice Johnson,13,690.52,8976.73,0.229,4.2
2024-08-11,Latin America,Smart Watches,Henry Taylor,27,289.54,7817.57,0.16,4.5
2023-02-10,Latin America,Tablets,Eva Brown,19,324.82,6171.55,0.248,3.8
2021-12-23,Middle East & Africa,Smartphones,David Wilson,18,544.16,9794.86,0.276,4.3
2024-11-06,Asia Pacific,Cameras,Carol Davis,39,424.47,16554.24,0.338,4.2
2022-06-07,Latin America,Smart Watches,Alice Johnson,28,276.75,7748.99,0.3,4.3
2024-12-01,Europe,Smart TVs,Grace Lee,31,678.24,21025.5,0.201,4.1
2023-03-14,North America,Headphones,Frank Miller,23,159.07,3658.65,0.194,3.6
2021-05-17,Europe,Tablets,Alice Johnson,17,284.19,4831.26,0.159,4.0
2021-02-07,Europe,Headphones,Carol Davis,17,169.15,2875.55,0.349,4.0
2021-11-16,North America,Smart Watches,Grace Lee,28,276.94,7754.42,0.171,4.7
2020-08-28,Middle East & Africa,Gaming Consoles,Alice Johnson,23,353.82,8137.95,0.257,4.9
2024-07-03,Middle East & Africa,Cameras,Carol Davis,21,420.82,8837.12,0.308,4.3
2023-10-25,North America,Smart TVs,Henry Taylor,19,826.86,15710.37,0.235,3.8
2021-10-25,Latin America,Laptops,Henry Taylor,18,651.12,11720.16,0.328,4.5
2023-01-01,North America,Headphones,Bob Smith,20,171.97,3439.35,0.298,4.9
2022-10-26,Latin America,Smart Watches,Bob Smith,16,236.45,3783.27,0.307,3.7
2022-09-14,North America,Cameras,Henry Taylor,12,429.47,5153.65,0.182,3.5
2023-08-03,North America,Smart Watches,Henry Taylor,21,241.57,5072.89,0.316,4.0
2023-11-19,Middle East & Africa,Smartphones,Eva Brown,46,619.07,28477.11,0.33,3.5
2023-05-10,North America,Smart Watches,Carol Davis,20,284.33,5686.66,0.294,4.9
2022-10-30,Europe,Smartphones,David Wilson,18,545.69,9822.39,0.185,4.0
2023-12-09,North America,Headphones,Eva Brown,31,139.55,4326.04,0.198,4.3
2024-05-12,North America,Smartphones,Bob Smith,25,495.09,12377.25,0.275,3.8
2020-02-16,Latin America,Smart Watches,Carol Davis,24,251.24,6029.84,0.274,4.7
2024-03-16,Europe,Cameras,Eva Brown,27,445.67,12032.99,0.155,4.1
2022-08-06,Latin America,Headphones,Bob Smith,22,170.2,3744.3,0.2,4.1
2023-03-18,Europe,Smart TVs,Frank Miller,19,672.4,12775.68,0.303,4.9
2021-12-12,Europe,Smart Watches,Henry Taylor,43,244.01,10492.62,0.309,4.4
2022-01-12,Middle East & Africa,Tablets,Eva Brown,15,303.49,4552.39,0.325,4.2
2021-04-27,Asia Pacific,Cameras,Eva Brown,21,533.67,11207.13,0.196,4.0
2021-09-20,Middle East & Africa,Tablets,Frank Miller,18,356.52,6417.31,0.347,4.4
2023-08-11,Middle East & Africa,Laptops,Alice Johnson,18,727.88,13101.91,0.205,4.0
2021-05-06,Asia Pacific,Gaming Consoles,Frank Miller,22,469.23,10323.04,0.203,3.7
2020-05-01,Latin America,Gaming Consoles,Henry Taylor,19,359.14,6823.62,0.303,3.6
2023-02-11,Asia Pacific,Cameras,David Wilson,27,444.46,12000.37,0.161,4.4
2020-02-19,Latin America,Cameras,Carol Davis,21,510.77,10726.09,0.296,3.6
2023-09-05,North America,Laptops,Alice Johnson,17,751.25,12771.3,0.173,3.6
2024-03-01,Asia Pacific,Smart TVs,Frank Miller,14,579.02,8106.27,0.172,4.3
2020-01-16,Europe,Tablets,Henry Taylor,25,319.72,7993.0,0.176,4.5
2024-06-27,Europe,Laptops,Bob Smith,26,885.16,23014.13,0.164,4.7
2022-06-15,Middle East & Africa,Headphones,Eva Brown,21,147.79,3103.53,0.182,4.4
2023-03-24,Europe,Smartphones,Henry Taylor,20,672.19,13443.76,0.249,3.7
2022-02-18,North America,Smart Watches,Eva Brown,26,200.44,5211.37,0.205,4.4
2021-03-31,Latin America,Headphones,Grace Lee,24,166.15,3987.63,0.236,4.6
2022-02-28,Asia Pacific,Gaming Consoles,Carol Davis,23,477.02,10971.47,0.22,4.9
2021-07-15,Europe,Smartphones,Eva Brown,22,588.03,12936.66,0.299,4.2
2024-07-09,Europe,Headphones,Bob Smith,22,156.3,3438.69,0.288,3.9
2020-08-03,Middle East & Africa,Headphones,Alice Johnson,19,130.19,2473.56,0.281,4.4
2020-05-29,Latin America,Gaming Consoles,Grace Lee,23,391.78,9010.9,0.327,5.0
2021-03-31,Europe,Laptops,Frank Miller,22,924.79,20345.34,0.319,3.9
2022-07-10,Latin America,Cameras,Henry Taylor,30,417.57,12527.2,0.287,4.4
2023-11-02,Latin America,Smart Watches,Carol Davis,34,294.19,10002.48,0.256,4.7
2021-09-22,North America,Smart Watches,David Wilson,22,244.9,5387.76,0.216,4.7
2023-06-14,Europe,Laptops,Alice Johnson,22,928.23,20421.11,0.17,3.7
2023-11-13,Europe,Gaming Consoles,Carol Davis,33,432.86,14284.28,0.233,4.6
2023-01-07,Middle East & Africa,Smartphones,Eva Brown,17,605.37,10291.32,0.236,4.5
2020-07-10,Latin America,Headphones,Frank Miller,24,128.56,3085.34,0.261,4.0
2021-06-27,North America,Headphones,Bob Smith,33,135.75,4479.67,0.279,4.8
2023-05-11,Europe,Headphones,Carol Davis,15,152.42,2286.26,0.195,4.1
2022-09-03,Latin America,Cameras,Eva Brown,25,477.82,11945.62,0.262,4.4
2023-10-06,Latin America,Tablets,Bob Smith,18,331.33,5964.0,0.247,4.9
2020-05-30,North America,Smartphones,Eva Brown,24,611.29,14670.88,0.161,4.1
2024-06-01,Middle East & Africa,Laptops,Alice Johnson,31,749.09,23221.89,0.259,4.8
2023-04-12,North America,Smartphones,Alice Johnson,20,480.85,9616.98,0.336,4.0
2022-07-13,Latin America,Cameras,David Wilson,21,560.0,11759.97,0.337,4.1
2024-02-03,Middle East & Africa,Smart TVs,Henry Taylor,24,663.01,15912.31,0.217,3.9
2021-05-18,North America,Laptops,David Wilson,13,890.59,11577.69,0.22,3.8
2024-02-22,Latin America,Headphones,Bob Smith,21,140.34,2947.23,0.24,3.7
2020-07-04,Latin America,Laptops,David Wilson,22,942.42,20733.16,0.26,4.9
2024-07-13,North America,Smart Watches,David Wilson,26,256.48,6668.51,0.322,4.7
2020-03-12,Middle East & Africa,Laptops,Alice Johnson,19,724.29,13761.49,0.151,4.2
2024-12-11,Middle East & Africa,Cameras,Bob Smith,30,473.27,14197.97,0.157,4.9
2022-01-31,North America,Smart Watches,Bob Smith,21,249.55,5240.6,0.25,3.5
2021-11-09,Middle East & Africa,Tablets,Bob Smith,33,245.35,8096.44,0.307,4.5
2024-08-19,Middle East & Africa,Smart Watches,Frank Miller,18,287.28,5171.03,0.309,4.3
2023-06-18,Middle East & Africa,Smart TVs,Grace Lee,28,780.83,21863.3,0.22,3.8
2023-07-06,Middle East & Africa,Tablets,Frank Miller,30,335.88,10076.27,0.222,3.8
2021-02-26,Europe,Smart TVs,Grace Lee,17,579.61,9853.36,0.308,4.4
2024-04-30,Middle East & Africa,Smartphones,Grace Lee,17,588.01,9996.12,0.267,3.9
2024-01-27,Asia Pacific,Cameras,Alice Johnson,23,567.2,13045.53,0.175,4.7
2023-04-22,Asia Pacific,Cameras,Henry Taylor,20,457.24,9144.74,0.2,4.1
2023-04-11,Europe,Smart Watches,David Wilson,19,216.85,4120.19,0.241,4.7
2022-04-07,Latin America,Gaming Consoles,Eva Brown,16,368.87,5901.85,0.289,4.9
2024-07-24,Middle East & Africa,Cameras,Alice Johnson,31,598.45,18551.94,0.229,4.1
2020-09-02,Asia Pacific,Laptops,Carol Davis,20,692.56,13851.14,0.197,4.3
2020-03-24,Middle East & Africa,Smart Watches,Carol Davis,19,272.93,5185.61,0.216,4.5
2021-07-02,Middle East & Africa,Headphones,Henry Taylor,33,140.09,4623.02,0.243,4.9
2021-05-05,Asia Pacific,Cameras,Eva Brown,14,421.32,5898.53,0.219,3.7
2021-09-01,Middle East & Africa,Headphones,David Wilson,21,127.05,2668.0,0.288,4.1
2024-09-16,Middle East & Africa,Laptops,Alice Johnson,12,720.88,8650.53,0.212,3.7
2023-04-27,Latin America,Tablets,David Wilson,21,289.26,6074.44,0.189,4.6
2021-09-09,North America,Cameras,Carol Davis,23,461.35,10611.15,0.245,4.2
2020-09-16,Middle East & Africa,Smartphones,David Wilson,22,550.23,12105.0,0.214,4.2
2022-07-22,Asia Pacific,Headphones,Alice Johnson,9,173.55,1561.97,0.162,4.8
2020-10-31,Latin America,Headphones,Eva Brown,19,154.99,2944.73,0.337,4.8
2023-08-26,Europe,Laptops,David Wilson,23,820.89,18880.53,0.2,4.1
2021-08-14,Asia Pacific,Laptops,Bob Smith,10,647.09,6470.91,0.152,3.7
2021-05-08,Europe,Smart TVs,Carol Davis,14,800.23,11203.19,0.286,3.9
2022-06-23,North America,Headphones,Henry Taylor,27,172.25,4650.71,0.324,4.4
2020-11-15,Latin America,Laptops,Eva Brown,37,874.49,32355.98,0.267,4.2
2022-07-16,Asia Pacific,Smartphones,Bob Smith,16,522.51,8360.2,0.223,4.1
2020-08-03,Middle East & Africa,Headphones,Frank Miller,14,123.1,1723.47,0.156,3.7
2021-01-13,Latin America,Smart TVs,David Wilson,16,719.52,11512.28,0.194,4.6
2020-04-09,Middle East & Africa,Smart TVs,David Wilson,22,781.18,17185.86,0.314,3.9
2020-03-30,Europe,Cameras,Bob Smith,25,574.15,14353.63,0.277,4.8
2023-11-21,North America,Smart TVs,Henry Taylor,31,679.4,21061.51,0.255,4.0
2023-01-12,Asia Pacific,Cameras,Frank Miller,18,590.83,10634.87,0.33,4.7
2021-06-19,Latin America,Tablets,Frank Miller,20,339.35,6787.04,0.291,4.2
2023-03-30,Asia Pacific,Headphones,Henry Taylor,19,157.47,2991.84,0.315,4.9
2022-06-15,North America,Gaming Consoles,Henry Taylor,26,398.5,10360.94,0.193,3.8
2024-07-28,Asia Pacific,Laptops,Grace Lee,22,831.91,18301.92,0.22,4.2
2023-03-22,North America,Laptops,Eva Brown,17,926.63,15752.71,0.288,3.7
2021-06-19,Asia Pacific,Smartphones,Eva Brown,26,648.42,16858.8,0.301,4.7
2021-12-26,Middle East & Africa,Smart TVs,Frank Miller,28,762.12,21339.42,0.327,4.4
2022-02-24,Latin America,Tablets,Carol Davis,16,322.35,5157.6,0.214,3.8
2020-08-09,Middle East & Africa,Smartphones,Grace Lee,19,645.56,12265.68,0.263,3.6
2021-06-02,Middle East & Africa,Cameras,Carol Davis,18,483.21,8697.85,0.169,4.2
2022-09-08,Latin America,Smart TVs,Carol Davis,18,713.76,12847.74,0.294,5.0
2024-06-16,Asia Pacific,Smart TVs,Frank Miller,30,827.12,24813.73,0.252,4.9
2020-12-12,Middle East & Africa,Smart Watches,Carol Davis,25,254.81,6370.3,0.241,4.8
2023-06-17,North America,Smart Watches,Bob Smith,19,287.32,5459.16,0.225,4.8
2023-03-14,Latin America,Smartphones,Frank Miller,24,516.33,12391.84,0.171,4.4
2023-06-23,Middle East & Africa,Smart Watches,David Wilson,22,203.41,4475.01,0.287,4.8
2021-06-08,Europe,Cameras,Frank Miller,20,416.01,8320.13,0.198,4.7
2023-05-03,North America,Laptops,Grace Lee,27,893.3,24119.21,0.173,4.9
2024-05-16,Europe,Smartphones,Henry Taylor,16,497.44,7959.1,0.317,3.8
2021-02-01,Europe,Smart TVs,Grace Lee,24,702.84,16868.13,0.284,3.5
2022-05-12,Asia Pacific,Cameras,Carol Davis,16,458.49,7335.92,0.307,4.6
2020-08-02,Europe,Gaming Consoles,Bob Smith,22,446.77,9828.86,0.155,4.4
2021-07-08,Latin America,Laptops,Henry Taylor,26,674.62,17540.11,0.278,4.3
2021-12-02,Europe,Headphones,Alice Johnson,30,144.26,4327.87,0.195,3.5
2024-12-18,Europe,Cameras,Eva Brown,24,437.92,10510.06,0.156,4.5
2024-03-18,Europe,Smart TVs,Frank Miller,12,628.85,7546.22,0.245,4.9
2020-04-25,Europe,Smart TVs,Alice Johnson,22,724.15,15931.23,0.261,4.0
2024-04-08,Europe,Tablets,Eva Brown,10,292.86,2928.63,0.201,4.6
2022-02-12,Asia Pacific,Smart Watches,Bob Smith,25,218.65,5466.28,0.185,4.8
2022-11-25,Europe,Gaming Consoles,Henry Taylor,28,476.71,13347.94,0.309,4.0
2021-03-19,Europe,Headphones,Frank Miller,17,131.16,2229.67,0.172,4.6
2020-02-08,North America,Smartphones,Eva Brown,18,581.89,10474.1,0.317,4.8
